"Series_A","Series_B","Radius_A","Radius_B","overlap","r","r_wuchs","t","t_wuchs","SGC","SSGC","p","sum_sims"
"068025","VEND048","B","T",55,-0.03493833,0.54169426,-0.25690008,4.69153968,0.7962963,0,1.33281e-05,1.807144528
"068026","068_QT02","B","R",64,0.58527607,0.59726277,5.72926678,5.86357139,0.79365079,0.03174603,3.1382e-06,1.977270699
"068026","068_QT05","0","R",74,0.01826142,0.66894826,0.1560517,7.63641281,0.73972603,0.06849315,4.19552e-05,2.172315571
"068026","068022","B","A",64,0.36282368,0.69319177,3.09041102,7.57290768,0.74603175,0.04761905,9.39791e-05,2.196514288
"068026","068124","B","B",58,0.35506373,0.54622263,2.86751357,4.87984777,0.77192982,0.03508772,4.02482e-05,1.806137227
"068026","068142","B","C",64,0.70080677,0.54340148,7.79767624,5.09694516,0.74603175,0.04761905,9.39791e-05,1.799127746
"068029","068_QT02","A","R",97,0.76045525,0.7942676,11.47369897,12.74188532,0.77083333,0.03125,1.113e-07,2.839289462
"068029","068024","A","A",104,0.88776975,0.66511879,19.57444603,8.99562404,0.7184466,0.03883495,9.2508e-06,2.283127794
"068029","068036","0","0",55,0.57882521,0.80619718,5.21610238,9.9201122,0.7962963,0,1.33281e-05,2.5945047
"068029","068081","A","E",99,0.82055931,0.69026579,14.21216151,9.39572123,0.74489796,0.05102041,1.2425e-06,2.374735873
"068029","BHO0002","B","2",58,0.48040841,0.54110007,4.13548267,4.81500993,0.78947368,0.01754386,1.23703e-05,1.812074743
"068029","ELT_QT1","0","R",102,0.84964639,0.5648724,16.19189304,6.84545901,0.74257426,0.00990099,1.0843e-06,1.991992561
"068031","185150","B","0",54,0.65064255,0.52897455,6.23761949,4.49483899,0.77358491,0.03773585,6.79202e-05,1.752043359
"068032","068_QT01","B","R",76,0.7891562,0.8671719,11.1272811,14.97903815,0.82666667,0.01333333,1.53e-08,3.191742385
"068032","068_QT06","B","R",77,0.69504003,0.78089328,8.42762529,10.82618705,0.80263158,0,1.316e-07,2.666143565
"068032","068082","0","0",85,0.74981335,0.71560237,10.38639613,9.33339204,0.77380952,0.03571429,5.194e-07,2.422751094
"068032","BHC0056","B","1",69,0.30389776,0.5216729,2.63041139,5.00509743,0.75,0,3.73798e-05,1.772182643
"068032","ELT0003","B","0",77,0.64467395,0.61160277,7.35179658,6.69472911,0.75,0,1.30718e-05,2.031075681
"068033","068034","X","0",85,0.93911405,0.72334656,25.04942597,9.54401501,0.75,0.07142857,4.5928e-06,2.427748061
"068034","065169","0","A",106,0.56445191,0.60957174,7.00684367,7.84179897,0.73333333,0.08571429,1.7364e-06,2.127084967
"068034","068033","0","X",85,0.93911405,0.72334656,25.04942597,9.54401501,0.75,0.07142857,4.5928e-06,2.427748061
"068034","068144","A","A",76,0.60889305,0.52677082,6.64752979,5.33107616,0.73333333,0.02666667,5.31213e-05,1.793211766
"068036","068024","B","0",51,0.73672047,0.69420359,7.70396375,6.7512766,0.78,0.02,7.50132e-05,2.14933125
"068036","068029","0","0",55,0.57882521,0.80619718,5.21610238,9.9201122,0.7962963,0,1.33281e-05,2.5945047
"068036","068081","A","E",50,0.67662322,0.75718182,6.43239609,8.03104106,0.79591837,0.04081633,3.43006e-05,2.356204296
"068042","VFH0024","0","0",106,0.45453821,0.55908167,5.22902013,6.8766736,0.71428571,0.01904762,1.12545e-05,1.96103474
"068049","068083","0","Q",146,0.66559935,0.75267149,10.73935163,13.71827023,0.77241379,0.02758621,1e-10,2.896912303
"068056","NWH0032","A","1",74,0.40421762,0.53175302,3.77585788,5.32775619,0.75342466,0.02739726,1.48756e-05,1.817953299
"068056","VEN0004","C","1",134,0.6174191,0.50314069,9.05175853,6.68897971,0.72932331,0.02255639,1.227e-07,1.901361971
"068063","068065","0","A",62,0.7891841,0.65924564,10.0360786,6.79120495,0.75409836,0.03278689,7.21315e-05,2.092464495
"068063","068093","A","0",136,0.85804564,0.59140957,19.41219804,8.48996055,0.73333333,0.03703704,5.89e-08,2.173738955
"068063","068094","0","0",125,0.77438019,0.64207683,13.62865885,9.28854978,0.70967742,0.01612903,3.0158e-06,2.280609228
"068063","56304003","D","A",57,0.00352205,0.64801422,0.02635674,6.30990537,0.76785714,0,6.09974e-05,2.046861897
"068063","56304003","D","L",57,0.00352205,0.64801422,0.02635674,6.30990537,0.76785714,0,6.09974e-05,2.046861897
"068063","ZWS2_QT5","0","R",64,-0.05556397,0.53828708,-0.44170771,5.0292716,0.74603175,0.01587302,9.39791e-05,1.78724599
"068065","068005","0","B",78,0.59650519,0.5360406,6.52161933,5.53558017,0.74025974,0.02597403,2.48078e-05,1.829858357
"068065","068063","A","0",62,0.7891841,0.65924564,10.0360786,6.79120495,0.75409836,0.03278689,7.21315e-05,2.092464495
"068072","068_QT01","0","R",94,0.41086702,0.58486459,4.34603327,6.91605242,0.70967742,0.03225806,5.25219e-05,1.986147252
"068072","068_QT02","A","R",107,0.48619117,0.77141545,5.72824887,12.4222232,0.76415094,0.00943396,5.35e-08,2.77778871
"068072","068_QT06","A","R",97,0.47055772,0.6171604,5.22514284,7.64495407,0.70833333,0.02083333,4.45571e-05,2.089989137
"068072","068022","A","0",107,0.47289707,0.60751818,5.52567893,7.8372953,0.74528302,0.00943396,4.402e-07,2.13653073
"068072","068024","A","A",82,0.44020791,0.64897214,4.41239489,7.62945641,0.72839506,0.03703704,3.9376e-05,2.140312841
"068072","068075","B","A",80,0.37045214,0.6384357,3.54486203,7.32583255,0.73417722,0.01265823,3.14334e-05,2.105196175
"068072","068081","0","E",88,0.34450895,0.64236777,3.42290548,7.77283473,0.72413793,0.03448276,2.89925e-05,2.143789173
"068072","068082","A","A",67,0.53140538,0.71425141,5.09629062,8.22770059,0.8030303,0.01515152,8.494e-07,2.340051769
"068072","068087","B","D",97,0.55099536,0.74507629,6.46923446,10.88805276,0.70833333,0.01041667,4.45571e-05,2.542214896
"068072","068115","A","A",107,0.31500415,0.60493725,3.41713142,7.78471831,0.71698113,0.01886792,7.8986e-06,2.100390211
"068072","ELT0003","A","1",85,0.43990247,0.63100705,4.48949696,7.41030877,0.71428571,0.01190476,8.5683e-05,2.086323637
"068073","ZWS6056","B","2",101,0.13783034,0.53000153,1.39158489,6.21871381,0.73,0.03,4.2249e-06,1.881872911
"068075","068_QT01","0","R",85,0.8780981,0.72567847,16.81970217,9.60889397,0.73809524,0.03571429,1.27497e-05,2.424663107
"068075","068_QT06","0","R",85,0.8661502,0.71981864,15.88366407,9.44715835,0.71428571,0.04761905,8.5683e-05,2.378820185
"068075","068072","A","B",80,0.37045214,0.6384357,3.54486203,7.32583255,0.73417722,0.01265823,3.14334e-05,2.105196175
"068075","068082","0","0",85,0.86446575,0.748261,15.76106982,10.27575563,0.76190476,0.05952381,1.5804e-06,2.537741323
"068081","068_QT02","E","R",121,0.87156184,0.69700315,19.47330663,10.60346582,0.75833333,0.01666667,1.52e-08,2.515683062
"068081","068024","E","A",123,0.76946331,0.63573983,13.30690402,9.05960269,0.7295082,0.03278689,3.978e-07,2.271208299
"068081","068029","E","A",99,0.82055931,0.69026579,14.21216151,9.39572123,0.74489796,0.05102041,1.2425e-06,2.374735873
"068081","068036","E","A",50,0.67662322,0.75718182,6.43239609,8.03104106,0.79591837,0.04081633,3.43006e-05,2.356204296
"068081","068072","E","0",88,0.34450895,0.64236777,3.42290548,7.77283473,0.72413793,0.03448276,2.89925e-05,2.143789173
"068081","ELT0003","E","2",77,0.77912505,0.50678173,10.83521418,5.09104374,0.76315789,0.02631579,4.4684e-06,1.779043994
"068082","068_QT01","0","R",102,0.91093334,0.79218547,22.19049251,12.98067986,0.85148515,0.01980198,0,2.941738606
"068082","068_QT06","0","R",99,0.88470628,0.8358276,18.7882999,14.99465776,0.80612245,0.03061224,1.4e-09,3.141415826
"068082","068032","0","0",85,0.74981335,0.71560237,10.38639613,9.33339204,0.77380952,0.03571429,5.194e-07,2.422751094
"068082","068072","A","A",67,0.53140538,0.71425141,5.09629062,8.22770059,0.8030303,0.01515152,8.494e-07,2.340051769
"068082","068075","0","0",85,0.86446575,0.748261,15.76106982,10.27575563,0.76190476,0.05952381,1.5804e-06,2.537741323
"068082","068115","A","A",68,0.07532092,0.57501616,0.61828467,5.70983161,0.79104478,0.01492537,1.8922e-06,1.937044101
"068082","068135","0","B",102,0.30269704,0.58622126,3.19180536,7.23595054,0.72277228,0.02970297,7.5463e-06,2.032588594
"068082","ELT0003","0","1",87,0.72706368,0.63070192,9.82057305,7.4930357,0.72093023,0.02325581,4.17374e-05,2.10093572
"068083","068049","Q","0",146,0.66559935,0.75267149,10.73935163,13.71827023,0.77241379,0.02758621,1e-10,2.896912303
"068083","068085","Q","0",145,0.44800799,0.55852769,6.01333129,8.05199928,0.70138889,0.02083333,1.3427e-06,2.065116508
"068083","1DH0034","B","Q",93,0.36836253,0.50558187,3.80044834,5.59001291,0.70652174,0.0326087,7.4395e-05,1.771104901
"068083","1DH0034","B","M",93,0.36836253,0.50558187,3.80044834,5.59001291,0.70652174,0.0326087,7.4395e-05,1.771104901
"068083","VFH0009","Q","0",89,0.32566595,0.54385554,3.23116466,6.04489349,0.71590909,0.05681818,5.10399e-05,1.864253979
"068085","068015","0","C",59,0.62157858,0.59476921,6.04300817,5.58580488,0.81034483,0,2.2783e-06,1.963694528
"068085","068083","0","Q",145,0.44800799,0.55852769,6.01333129,8.05199928,0.70138889,0.02083333,1.3427e-06,2.065116508
"068085","068096","0","B",176,0.40853594,0.61575261,5.92108297,10.30832241,0.72,0.02857143,5.9e-09,2.366584851
"068085","195009","0","A",68,0.4675992,0.57410506,4.33000176,5.69633143,0.74626866,0.04477612,5.54004e-05,1.890006863
"068085","HBW2002","0","Q",58,0.34368542,0.53495181,2.76308154,4.7381884,0.78947368,0.03508772,1.23703e-05,1.79824433
"068085","VAL0014","0","1",68,0.4395691,0.57841567,4.0057816,5.76048557,0.74626866,0.01492537,5.54004e-05,1.900732887
"068085","ZWS2017","B","1",60,0.28788685,0.59019303,2.30905606,5.56792629,0.76271186,0,5.44035e-05,1.909697519
"068087","068_QT02","Q","R",77,0.77379139,0.82948196,10.64939308,12.86140306,0.77631579,0.01315789,1.452e-06,2.891938056
"068087","068_QT05","Q","R",77,0.5359207,0.60086408,5.53384297,6.50982377,0.73684211,0.01315789,3.6358e-05,1.988688567
"068087","068_QT06","Q","R",77,0.57303818,0.60332385,6.09573668,6.55167668,0.72368421,0.01315789,9.61659e-05,1.982175728
"068087","068022","D","0",100,0.55626047,0.53036345,6.66025092,6.19310419,0.73737374,0.01010101,2.3162e-06,1.887047609
"068087","068072","D","B",97,0.55099536,0.74507629,6.46923446,10.88805276,0.70833333,0.01041667,4.45571e-05,2.542214896
"068087","068135","Q","C",77,0.57407688,0.57215931,6.11221011,6.04168783,0.80263158,0.01315789,1.316e-07,1.978959673
"068089","065169","Q","A",93,0.19173636,0.51330247,1.87383689,5.70560371,0.70652174,0.04347826,7.4395e-05,1.790384581
"068089","DMN1030","Q","1",92,0.33966582,0.51811022,3.44502531,5.7466918,0.72527473,0.0989011,1.72371e-05,1.81805413
"068089","DMN1030","A","1",92,0.33966582,0.51811022,3.44502531,5.7466918,0.72527473,0.0989011,1.72371e-05,1.81805413
"068089","ELT2003","Q","1",86,0.54237019,0.51073352,5.95187512,5.44461701,0.74117647,0.02352941,8.7048e-06,1.796371691
"068089","ELT2003","A","1",86,0.54237019,0.51073352,5.95187512,5.44461701,0.74117647,0.02352941,8.7048e-06,1.796371691
"068093","068063","0","A",136,0.85804564,0.59140957,19.41219804,8.48996055,0.73333333,0.03703704,5.89e-08,2.173738955
"068093","068094","0","0",152,0.75529688,0.65873268,14.16156099,10.72307359,0.74834437,0.01986755,1e-09,2.479384409
"068094","068015","0","B",65,0.42392037,0.52470294,3.74446828,4.89224939,0.765625,0.015625,2.13771e-05,1.779552879
"068094","068063","0","0",125,0.77438019,0.64207683,13.62865885,9.28854978,0.70967742,0.01612903,3.0158e-06,2.280609228
"068094","068093","0","0",152,0.75529688,0.65873268,14.16156099,10.72307359,0.74834437,0.01986755,1e-09,2.479384409
"068096","068_QT04","B","R",138,0.52624244,0.57018965,7.24363089,8.09420666,0.75912409,0.01459854,1.3e-09,2.138734406
"068096","068015","A","B",62,0.54395828,0.51455289,5.06302928,4.64828191,0.7704918,0,2.38711e-05,1.749872881
"068096","068085","B","0",176,0.40853594,0.61575261,5.92108297,10.30832241,0.72,0.02857143,5.9e-09,2.366584851
"068096","VFH_QT2","0","R",187,0.75986461,0.57493278,15.9413454,9.55747371,0.70430108,0.0483871,2.51e-08,2.234981231
"068096","VFH0054","0","X",94,0.35381062,0.53203367,3.64798856,6.0268665,0.74193548,0.04301075,3.067e-06,1.8766558
"068100","068_QT07","Q","R",94,0.49422674,0.74161161,5.48253654,10.60372066,0.78494624,0.03225806,3.89e-08,2.586929916
"068100","068_QT08","0","R",96,0.75630117,0.66151208,11.2675723,8.5522101,0.70526316,0.01052632,6.29913e-05,2.22199625
"068100","ELT0001","A","0",92,0.66151891,0.58283916,8.41478667,6.80455638,0.72527473,0.05494505,1.72371e-05,1.988569528
"068100","ELT0003","Q","0",94,0.5401248,0.67535963,6.18924453,8.78362388,0.7311828,0,8.2384e-06,2.284904818
"068100","ELT0003","0","0",94,0.5401248,0.67535963,6.18924453,8.78362388,0.7311828,0,8.2384e-06,2.284904818
"068100","ELT2002","Q","1",80,0.44150475,0.50275487,4.37352024,5.1365823,0.72151899,0.01265823,8.22295e-05,1.73793209
"068115","068_QT01","A","R",85,0.33769774,0.61891393,3.28821861,7.17870128,0.77380952,0.02380952,5.194e-07,2.110593578
"068115","068_QT06","Q","R",99,0.45661428,0.62171215,5.08084718,7.81766645,0.73469388,0.02040816,3.3728e-06,2.138172675
"068115","068022","A","0",126,0.48107879,0.55032636,6.13523818,7.33957441,0.712,0.016,2.1323e-06,1.996283801
"068115","068072","A","A",107,0.31500415,0.60493725,3.41713142,7.78471831,0.71698113,0.01886792,7.8986e-06,2.100390211
"068115","068082","A","A",68,0.07532092,0.57501616,0.61828467,5.70983161,0.79104478,0.01492537,1.8922e-06,1.937044101
"068115","ELT0003","A","0",86,0.13157974,0.56721685,1.22374496,6.31232058,0.76470588,0.01176471,1.0558e-06,1.963154788
"068118","DMN4016","B","2",54,-0.46216139,0.50594388,-3.79409281,4.22971862,0.77358491,0.01886792,6.79202e-05,1.702500652
"068119","068124","B","B",95,0.74885958,0.56643992,10.95540755,6.6284779,0.70212766,0,8.87694e-05,1.93141537
"068120","068_QT01","A","R",98,0.44628665,0.55297667,4.91168011,6.50271719,0.72164948,0.01030928,1.26549e-05,1.924897869
"068120","068_QT06","A","R",95,0.36396783,0.50411853,3.78865733,5.62916745,0.72340426,0.0212766,1.47782e-05,1.790439535
"068124","068026","B","B",58,0.35506373,0.54622263,2.86751357,4.87984777,0.77192982,0.03508772,4.02482e-05,1.806137227
"068124","068119","B","B",95,0.74885958,0.56643992,10.95540755,6.6284779,0.70212766,0,8.87694e-05,1.93141537
"068129","FLEV109","B","T",56,0.60932151,0.71483628,5.6989743,7.51181692,0.76363636,0.05454545,9.2159e-05,2.229654332
"068129","HOK0012","B","0",59,0.65668281,0.66017019,6.63135366,6.63569317,0.81034483,0,2.2783e-06,2.134084337
"068130","ELT2004","E","2",67,0.55896911,0.56847786,5.47654313,5.57095307,0.77272727,0.03030303,9.3669e-06,1.898300437
"068134","195048","C","0",63,0.20974081,0.55830926,1.68907077,5.25598084,0.75806452,0,4.8238e-05,1.841971864
"068134","HORB306","D","T",109,0.52073358,0.56812346,6.33887794,7.14109276,0.71296296,0.02777778,9.584e-06,1.995195696
"068134","HORB306","E","T",109,0.52073358,0.56812346,6.33887794,7.14109276,0.71296296,0.02777778,9.584e-06,1.995195696
"068134","VAL0014","A","1",68,0.29290697,0.6073524,2.50752452,6.21091659,0.74626866,0.02985075,5.54004e-05,1.974712719
"068134","VAL0014","0","1",68,0.29290697,0.6073524,2.50752452,6.21091659,0.74626866,0.02985075,5.54004e-05,1.974712719
"068135","068082","B","0",102,0.30269704,0.58622126,3.19180536,7.23595054,0.72277228,0.02970297,7.5463e-06,2.032588594
"068135","068087","C","Q",77,0.57407688,0.57215931,6.11221011,6.04168783,0.80263158,0.01315789,1.316e-07,1.978959673
"068138","068_QT02","C","R",93,0.47913448,0.54741999,5.23581996,6.24007143,0.75,0.01086957,1.62e-06,1.921427133
"068138","068139","C","C",93,0.48961944,0.50717284,5.38601845,5.61368243,0.72826087,0.01086957,1.19333e-05,1.796801953
"068138","ELT0003","C","1",62,0.62986589,0.5284546,6.33370049,4.82164551,0.7704918,0.01639344,2.38711e-05,1.781110951
"068139","068138","C","C",93,0.48961944,0.50717284,5.38601845,5.61368243,0.72826087,0.01086957,1.19333e-05,1.796801953
"068139","ELT0005","B","0",64,0.30601663,0.65614614,2.55132871,6.84636643,0.79365079,0,3.1382e-06,2.134433573
"068140","C4A_QT3","C","R",72,0.55196609,0.59976843,5.57756985,6.27116737,0.73239437,0.01408451,8.98887e-05,1.959279537
"068141","BAR0008","D","1",67,-0.42218593,0.50767556,-3.78358485,4.7507622,0.75757576,0,2.85027e-05,1.74032754
"068141","C4A_QT3","C","R",81,0.34007836,0.58384158,3.23454138,6.39180268,0.75,0,7.7442e-06,1.973021848
"068141","TROY143","C","Q",58,-0.02928904,0.6274645,-0.22122228,6.03036478,0.78947368,0.01754386,1.23703e-05,2.019974658
"068142","068026","C","B",64,0.70080677,0.54340148,7.79767624,5.09694516,0.74603175,0.04761905,9.39791e-05,1.799127746
"068142","1DH0032","A","A",64,0.33994762,0.50324298,2.869123,4.58550294,0.74603175,0.01587302,9.39791e-05,1.707825024
"068143","FLEV_QT1","B","R",56,0.48346334,0.55967602,4.09596187,4.96283932,0.76363636,0.01818182,9.2159e-05,1.819596312
"068144","068_QT02","B","R",90,0.79486162,0.65426699,12.35798282,8.11564642,0.74157303,0,5.1645e-06,2.207404662
"068144","068034","A","A",76,0.60889305,0.52677082,6.64752979,5.33107616,0.73333333,0.02666667,5.31213e-05,1.793211766
"068144","ELT_QT1","B","R",95,0.75442246,0.57186855,11.1433846,6.72265786,0.72340426,0.0106383,1.47782e-05,1.967538596
"068147","068148","C","E",56,0.63954885,0.52183557,6.16978005,4.49529353,0.8,0,8.5983e-06,1.771364923
"068148","068147","E","C",56,0.63954885,0.52183557,6.16978005,4.49529353,0.8,0,8.5983e-06,1.771364923
"068156","068160","C","0",69,0.79450892,0.69758028,10.78906812,7.96913871,0.79411765,0.01470588,1.2302e-06,2.288611801
"068156","VDM2W23","C","0",61,0.51267199,0.64705355,4.6252173,6.51865441,0.78333333,0.01666667,1.13674e-05,2.082252321
"068156","VDMLR16","C","1",74,0.58995992,0.51231223,6.24277518,5.06185039,0.75342466,0.01369863,1.48756e-05,1.771921929
