"Series_A","Series_B","Radius_A","Radius_B","overlap","r","r_wuchs","t","t_wuchs","SGC","SSGC","p","sum_sims"
"202040","202023","C","0",60,0.34117317,0.6544546,2.7878719,6.59194438,0.77966102,0.03389831,1.73724e-05,2.093310058
"202040","202042","0","0",73,0.1189747,0.57477677,1.01675555,5.91848289,0.73611111,0,6.15109e-05,1.902736169
"202040","202067","C","0",70,0.35850998,0.71971228,3.19006425,8.5483725,0.73913043,0.01449275,7.10526e-05,2.31367996
"202040","202070","0","B",71,0.69100442,0.66396326,7.99799894,7.37570164,0.77142857,0.01428571,5.5758e-06,2.172961994
"202040","202078","C","0",57,0.66606918,0.51694326,6.68249408,4.47858145,0.71428571,0.03571429,0.0013406411,1.679087115
"202040","202080","0","0",73,0.63843527,0.69893196,7.03842439,8.23462354,0.70833333,0,0.000406952,2.230727644
"202040","202081","C","0",70,0.64743679,0.53615871,7.05665753,5.23775372,0.75362319,0.01449275,2.51438e-05,1.813557272
"202040","202116","A","A",73,0.57750369,0.68024565,6.0023921,7.81988437,0.73611111,0.04166667,6.15109e-05,2.198345197
"202041","202018","B","C",63,0.45776886,0.64995792,4.05420339,6.67964836,0.72580645,0,0.000376539,2.043729206
"202041","202023","0","A",67,0.33192272,0.51360466,2.85861776,4.82597091,0.71212121,0.03030303,0.0005677688,1.708322961
"202041","202101","0","A",50,0.39295474,0.68487366,2.99131078,6.51186014,0.75510204,0,0.0003550394,2.091161714
"202041","202116","B","A",78,0.31575972,0.57011405,2.92017902,6.0495952,0.72727273,0.03896104,6.64587e-05,1.9023463
"202042","202011","A","0",54,-0.22276046,0.5552918,-1.6635195,4.81481296,0.83018868,0,1.5274e-06,1.866961776
"202042","202018","B","B",64,0.19870005,0.65980485,1.60922007,6.91383127,0.76190476,0.03174603,3.21596e-05,2.113092737
"202042","202021","B","A",85,0.03658726,0.64963152,0.3355524,7.7848482,0.73809524,0.03571429,1.27497e-05,2.16621158
"202042","202023","0","A",76,0.30401491,0.62863845,2.76365777,6.95354045,0.76,0.04,6.6896e-06,2.083992495
"202042","202032","B","Q",82,-0.03438534,0.55342879,-0.30965113,5.94313658,0.72839506,0.02469136,3.9376e-05,1.876137508
"202042","202034","0","0",99,0.40755418,0.73032367,4.41816073,10.52970373,0.81632653,0.03061224,4e-10,2.599620573
"202042","202040","0","0",73,0.1189747,0.57477677,1.01675555,5.91848289,0.73611111,0,6.15109e-05,1.902736169
"202042","202052","B","Q",51,0.37250649,0.55505628,2.83829165,4.67099561,0.76,0,0.0002360344,1.782155841
"202042","202067","B","0",85,0.34389654,0.63714374,3.35659051,7.53122714,0.71428571,0.02380952,8.5683e-05,2.104552164
"202042","202070","B","B",84,0.33068245,0.72164119,3.19224983,9.43961821,0.77108434,0.03614458,7.837e-07,2.436687351
"202042","202073","0","B",78,0.51761735,0.63841688,5.30856583,7.23094207,0.76623377,0.01298701,2.9772e-06,2.127744857
"202042","202078","0","B",50,0.15798036,0.67641441,1.11992627,6.36279883,0.71428571,0.02040816,0.0026997961,2.026980003
"202042","202080","B","0",85,0.42206328,0.55484746,4.2669505,6.0759519,0.71428571,0.02380952,8.5683e-05,1.87672836
"202042","202081","B","0",85,-0.12388722,0.5746204,-1.14426016,6.39652085,0.73809524,0.02380952,1.27497e-05,1.952367725
"202042","202101","B","C",85,0.40419196,0.69939716,4.05005469,8.91495029,0.77380952,0.03571429,5.194e-07,2.364701709
"202042","202110","0","B",58,-0.11206144,0.63821456,-0.85140813,6.20368578,0.73684211,0.03508772,0.0003485752,1.995425248
"202042","202120","B","C",81,0.33075038,0.5580752,3.13475049,5.97775176,0.7125,0.0375,0.0001439299,1.868350376
"202043","202024","Q","0",55,0.32649537,0.53632798,2.53834553,4.62616345,0.72222222,0.07407407,0.0010908352,1.721166545
"202043","202032","C","Q",93,0.39359544,0.50417624,4.10671329,5.56916438,0.70652174,0,7.4395e-05,1.767614418
"202043","202032","C","0",93,0.39359544,0.50417624,4.10671329,5.56916438,0.70652174,0,7.4395e-05,1.767614418
"202043","202052","X","C",59,0.78540496,0.54255616,9.66338834,4.87632613,0.74137931,0.01724138,0.0002363816,1.771568083
"202043","SARR204","X","T",50,0.77307068,0.60712931,8.53117631,5.29360578,0.71428571,0.04081633,0.0026997961,1.850775598
"202043","SARR215","C","T",54,0.3760018,0.53072527,2.95411023,4.5155352,0.71698113,0.01886792,0.0015815242,1.69925992
"202045","202020","0","Q",74,0.5831042,0.58659702,6.13252169,6.14590695,0.7260274,0.05479452,0.0001122979,1.927215115
"202045","202020","Q","Q",74,0.5831042,0.58659702,6.13252169,6.14590695,0.7260274,0.05479452,0.0001122979,1.927215115
"202045","202026","Q","Q",136,0.69700702,0.52288892,11.29395202,7.10097477,0.7037037,0.04444444,2.2052e-06,1.936690097
"202045","202026","0","Q",136,0.69700702,0.52288892,11.29395202,7.10097477,0.7037037,0.04444444,2.2052e-06,1.936690097
"202045","202031","Q","Q",193,0.43134308,0.50853386,6.62485564,8.1622939,0.69270833,0.05729167,9.27e-08,2.01747158
"202045","202046","0","0",174,0.79453193,0.52703778,17.21022874,8.13331994,0.67052023,0.04624277,7.2679e-06,2.010890004
"202045","202046","Q","0",174,0.79453193,0.52703778,17.21022874,8.13331994,0.67052023,0.04624277,7.2679e-06,2.010890004
"202045","202048","Q","0",169,0.61342807,0.55152855,10.06765508,8.54434831,0.69047619,0.04166667,7.905e-07,2.096439571
"202045","202048","0","0",169,0.61342807,0.55152855,10.06765508,8.54434831,0.69047619,0.04166667,7.905e-07,2.096439571
"202045","202076","0","A",149,0.44101267,0.53731268,5.97787791,7.7243306,0.67567568,0.05405405,1.91675e-05,1.98542142
"202045","202076","Q","A",149,0.44101267,0.53731268,5.97787791,7.7243306,0.67567568,0.05405405,1.91675e-05,1.98542142
"202045","VFH0027","B","0",78,0.17690744,0.65572012,1.57723344,7.57139709,0.75324675,0.06493506,8.8112e-06,2.166106579
"202045","VFH0044","B","0",87,0.45068399,0.55518079,4.6819182,6.15405943,0.70930233,0.05813953,0.0001036095,1.879889063
"202045","VFH0054","B","X",85,0.55042864,0.50126216,6.04248326,5.2776373,0.71428571,0.05952381,8.5683e-05,1.7433116
"202045","VFH0054","B","0",85,0.55042864,0.50126216,6.04248326,5.2776373,0.71428571,0.05952381,8.5683e-05,1.7433116
"202045","VFH0056","B","0",67,0.40806917,0.56743849,3.63126777,5.55592374,0.71212121,0.01515152,0.0005677688,1.835152074
"202045","ZWS2030","0","1",51,-0.02557179,0.59344405,-0.18087902,5.16118289,0.74,0.02,0.0006885139,1.849562339
"202045","ZWS2030","Q","1",51,-0.02557179,0.59344405,-0.18087902,5.16118289,0.74,0.02,0.0006885139,1.849562339
"202046","1DH0015","B","M",53,0.69584926,0.61035517,6.98680752,5.50265672,0.71153846,0.01923077,0.0022819373,1.872159302
"202046","202019","0","0",121,0.67822527,0.51275004,10.11028729,6.51507916,0.69166667,0.03333333,2.67852e-05,1.855924626
"202046","202024","0","0",172,-0.0772326,0.54853196,-1.01297299,8.55367609,0.68421053,0.04678363,1.452e-06,2.088110099
"202046","202045","0","Q",174,0.79453193,0.52703778,17.21022874,8.13331994,0.67052023,0.04624277,7.2679e-06,2.010890004
"202046","202045","0","0",174,0.79453193,0.52703778,17.21022874,8.13331994,0.67052023,0.04624277,7.2679e-06,2.010890004
"202046","202048","0","0",149,0.80283383,0.52327873,16.38183191,7.44508727,0.7027027,0.02702703,8.14e-07,1.970490157
"202046","202051","0","Q",114,-0.33474736,0.50140648,-3.77627438,6.13304989,0.69911504,0.03539823,2.30344e-05,1.813826509
"202046","202052","B","C",114,0.41488393,0.53608135,4.84712723,6.72065631,0.7079646,0.03539823,9.8069e-06,1.916111581
"202046","LAMA101","B","T",51,0.46077344,0.54289106,3.67109284,4.52515272,0.78,0,7.50132e-05,1.775406332
"202046","ZWS2030","A","1",51,0.0936712,0.50955658,0.66528056,4.14544639,0.72,0.02,0.0018628463,1.644101219
"202047","202074","Q","0",134,0.67031665,0.54849979,10.41736567,7.53665923,0.71428571,0.03007519,7.712e-07,2.016451423
"202047","HORB342","A","T",52,0.42756677,0.6263837,3.37775696,5.6819974,0.70588235,0.05882353,0.0032758975,1.90046579
"202047","SARR215","B","T",54,0.78188576,0.50511388,9.1305996,4.22040046,0.73584906,0.0754717,0.0005947133,1.663002986
"202047","ZWS2003","B","2",63,0.42288901,0.60596069,3.67457448,5.94938586,0.70967742,0.03225806,0.0009599694,1.910576696
"202048","1DH0015","0","M",77,0.19808674,0.54868691,1.76179092,5.68374328,0.73684211,0.02631579,3.6358e-05,1.853903348
"202048","202026","0","Q",136,0.72307579,0.55973539,12.16236558,7.81902883,0.68888889,0.05925926,1.13674e-05,2.030527163
"202048","202037","0","0",169,0.69904327,0.53198612,12.67081192,8.11898537,0.6547619,0.03571429,6.02353e-05,1.998646557
"202048","202045","0","0",169,0.61342807,0.55152855,10.06765508,8.54434831,0.69047619,0.04166667,7.905e-07,2.096439571
"202048","202045","0","Q",169,0.61342807,0.55152855,10.06765508,8.54434831,0.69047619,0.04166667,7.905e-07,2.096439571
"202048","202046","0","0",149,0.80283383,0.52327873,16.38183191,7.44508727,0.7027027,0.02702703,8.14e-07,1.970490157
"202048","C4A0504","0","D",75,0.34077258,0.50777663,3.11806604,5.03598606,0.71621622,0.02702703,0.0001992824,1.727591456
"202048","LAMA101","0","T",75,0.13444837,0.51501485,1.16716575,5.13344035,0.74324324,0.01351351,2.85273e-05,1.771602125
"202048","VFH0054","0","0",80,0.60506802,0.50761162,6.75475917,5.20331626,0.73417722,0.05063291,3.14334e-05,1.762120466
"202048","VFH0054","0","X",80,0.60506802,0.50761162,6.75475917,5.20331626,0.73417722,0.05063291,3.14334e-05,1.762120466
"202048","VFH0061","A","0",56,0.27569117,0.55907132,2.12701002,4.95503735,0.70909091,0.07272727,0.0019266038,1.763665965
"202051","202046","Q","0",114,-0.33474736,0.50140648,-3.77627438,6.13304989,0.69911504,0.03539823,2.30344e-05,1.813826509
"202051","METZ618","0","T",59,0.44130525,0.53569068,3.7453104,4.78956356,0.75862069,0,8.17561e-05,1.773267726
"202051","METZ618","Q","T",59,0.44130525,0.53569068,3.7453104,4.78956356,0.75862069,0,8.17561e-05,1.773267726
"202052","202020","Q","Q",52,0.57028556,0.62792205,4.9579046,5.70501731,0.7254902,0.01960784,0.0012790283,1.923913981
"202052","202022","0","0",128,0.50725478,0.53804821,6.63320565,7.16511501,0.69291339,0.03149606,1.37355e-05,1.947473101
"202052","202042","Q","B",51,0.37250649,0.55505628,2.83829165,4.67099561,0.76,0,0.0002360344,1.782155841
"202052","202043","C","X",59,0.78540496,0.54255616,9.66338834,4.87632613,0.74137931,0.01724138,0.0002363816,1.771568083
"202052","202046","C","B",114,0.41488393,0.53608135,4.84712723,6.72065631,0.7079646,0.03539823,9.8069e-06,1.916111581
"202052","HOK0015","B","0",60,0.06660909,0.50741536,0.51277293,4.48456901,0.71186441,0.01694915,0.001135031,1.667736671
"202052","SARR221","A","T",51,0.17160388,0.54651023,1.23169356,4.56810614,0.7,0.04,0.004677735,1.703320844
"202064","202034","0","0",57,0.56968077,0.77040491,5.18709894,8.96154286,0.76785714,0.03571429,6.09974e-05,2.434416336
"202064","202039","B","0",54,0.75366019,0.70419248,8.34782784,7.15202674,0.81132075,0,5.818e-06,2.230715904
"202064","202067","B","0",54,0.71682653,0.61856266,7.48449519,5.67687083,0.71698113,0,0.0015815242,1.903230873
"202064","202068","0","A",57,0.59560258,0.60228385,5.54860782,5.59533666,0.78571429,0.01785714,1.90128e-05,1.947531806
"202064","202073","0","A",55,0.88250215,0.78461776,13.78891058,9.21337016,0.83333333,0.01851852,9.634e-07,2.539288106
"202064","202080","B","B",53,0.49068372,0.70126604,4.06084855,7.02488924,0.80769231,0,9.0967e-06,2.211447274
"202064","202081","0","A",53,0.10975714,0.58239046,0.79628074,5.1163154,0.73076923,0.03846154,0.0008740872,1.82479123
"202064","202105","0","D",54,0.77652926,0.76515342,8.97220602,8.56972433,0.75471698,0.03773585,0.0002082971,2.376842833
"202064","202110","B","A",54,0.6855402,0.7519539,6.85517797,8.22555754,0.81132075,0.03773585,5.818e-06,2.385830404
"202067","202018","C","B",81,0.35241655,0.55847151,3.36820234,5.98391986,0.7375,0.0125,2.15179e-05,1.894363496
"202067","202023","0","B",83,0.40625939,0.53489627,4.02605072,5.69767479,0.74390244,0.01219512,9.9959e-06,1.848566189
"202067","202034","0","0",116,0.47265481,0.51243662,5.75168405,6.37145245,0.71304348,0.00869565,4.8942e-06,1.862625345
"202067","202039","0","B",60,0.53664962,0.52332465,4.88511328,4.67711023,0.74576271,0,0.0001597009,1.736798383
"202067","202040","0","C",70,0.35850998,0.71971228,3.19006425,8.5483725,0.73913043,0.01449275,7.10526e-05,2.31367996
"202067","202042","0","B",85,0.34389654,0.63714374,3.35659051,7.53122714,0.71428571,0.02380952,8.5683e-05,2.104552164
"202067","202064","0","B",54,0.71682653,0.61856266,7.48449519,5.67687083,0.71698113,0,0.0015815242,1.903230873
"202067","202070","0","0",120,0.67652116,0.54971032,10.02137704,7.14831418,0.69747899,0.01680672,1.64378e-05,1.962020728
"202067","202073","0","A",96,0.47264349,0.51240557,5.22750578,5.78514518,0.70526316,0,6.29913e-05,1.796183248
"202067","202080","0","B",77,0.52763259,0.57745908,5.41488188,6.12545582,0.71052632,0,0.0002419328,1.900530982
"202067","202081","0","0",121,0.39183128,0.53326714,4.66535176,6.87662268,0.75,0,4.32e-08,1.970929408
"202067","202101","0","C",102,0.33555607,0.65502348,3.57985603,8.66882072,0.73267327,0.00990099,2.9156e-06,2.254578822
"202067","202105","0","D",54,0.76575447,0.58149115,8.66815476,5.15417404,0.77358491,0.01886792,6.79202e-05,1.870493464
"202067","202110","C","B",64,0.50543615,0.61637625,4.64937118,6.16336326,0.73015873,0.01587302,0.000258532,1.962871306
"202067","202117","0","A",54,0.65081757,0.71009461,6.24053001,7.27243217,0.79245283,0,2.061e-05,2.229790657
"202068","202034","0","0",58,0.24936221,0.70257292,1.94405557,7.38826232,0.75438596,0.01754386,0.0001224623,2.195785112
"202068","202039","A","B",57,0.33779073,0.6216491,2.68565376,5.8857366,0.73214286,0,0.0005120045,1.94236562
"202068","202064","A","0",57,0.59560258,0.60228385,5.54860782,5.59533666,0.78571429,0.01785714,1.90128e-05,1.947531806
"202068","202072","0","B",63,0.54051969,0.61492454,5.0587159,6.09028618,0.70967742,0,0.0009599694,1.933630578
"202068","202073","0","A",56,0.53205874,0.71931758,4.66023212,7.60907559,0.81818182,0,2.3654e-06,2.298406959
"202068","202080","C","B",55,0.24505558,0.50090027,1.85741789,4.21327318,0.74074074,0,0.0004029383,1.662968328
"202068","202081","C","A",52,0.54610563,0.62108127,4.65548315,5.60348236,0.76470588,0.01960784,0.0001563527,1.946135386
"202068","202091","A","C",65,0.75461117,0.55030452,9.20015997,5.23125136,0.703125,0.015625,0.0011540501,1.776554656
"202068","202093","0","0",75,0.75257199,0.58672416,9.83108716,6.19048504,0.72972973,0.02702703,7.73649e-05,1.935502394
"202068","202105","A","A",56,0.70406493,0.58013725,7.3528003,5.2339136,0.76363636,0.01818182,9.2159e-05,1.86716497
"202068","202110","0","A",62,0.56975559,0.58424422,5.41476828,5.57621919,0.73770492,0.03278689,0.0002047606,1.879571059
"202068","202118","C","Q",58,0.8111444,0.558688,10.47114391,5.04093263,0.70175439,0.07017544,0.0023158069,1.764535653
"202070","202018","A","0",74,0.61115587,0.58719013,6.59715773,6.15538864,0.75342466,0.02739726,1.48756e-05,1.956153654
"202070","202023","0","B",83,0.77226885,0.69179105,11.00777185,8.62226692,0.79268293,0.03658537,1.154e-07,2.346700672
"202070","202026","0","Q",70,0.32565289,0.53227968,2.8610327,5.1848023,0.71014493,0.05797101,0.0004808746,1.76090484
"202070","202034","0","A",101,0.68216701,0.61964229,9.32946354,7.85512294,0.7,0.02,6.33425e-05,2.105154584
"202070","202038","B","0",109,0.82235382,0.66250933,15.02022057,9.14894371,0.7037037,0.0462963,2.29671e-05,2.281107401
"202070","202040","B","0",71,0.69100442,0.66396326,7.99799894,7.37570164,0.77142857,0.01428571,5.5758e-06,2.172961994
"202070","202042","B","B",84,0.33068245,0.72164119,3.19224983,9.43961821,0.77108434,0.03614458,7.837e-07,2.436687351
"202070","202067","0","0",120,0.67652116,0.54971032,10.02137704,7.14831418,0.69747899,0.01680672,1.64378e-05,1.962020728
"202070","202078","B","B",72,0.53929944,0.61191845,5.39620223,6.47305852,0.71830986,0,0.000234129,1.977534162
"202070","202080","B","0",84,0.20752323,0.67731265,1.93270134,8.33677588,0.74698795,0.01204819,6.7847e-06,2.257978188
"202070","202081","A","0",110,0.72710883,0.52737843,11.05752854,6.45065997,0.69724771,0.01834862,3.81093e-05,1.869692137
"202070","202101","0","C",97,-0.04128428,0.68650514,-0.40484679,9.20230346,0.70833333,0.03125,4.45571e-05,2.315068816
"202070","202110","A","A",52,0.13869893,0.6189324,1.00017562,5.57202243,0.78431373,0.05882353,4.89023e-05,1.960448373
"202070","202116","B","A",95,0.77432173,0.63880022,11.86381357,8.00699929,0.73404255,0.04255319,5.6722e-06,2.173542699
"202070","202120","A","C",82,0.12089869,0.50915174,1.09612845,5.29117518,0.71604938,0,0.0001007042,1.754318638
"202070","METZ619","B","T",69,0.74963486,0.50966926,9.33992924,4.84886812,0.70588235,0.02941176,0.0006850369,1.700438422
"202072","202068","B","0",63,0.54051969,0.61492454,5.0587159,6.09028618,0.70967742,0,0.0009599694,1.933630578
"202072","202091","B","0",56,0.66818875,0.72259637,6.66058474,7.6814786,0.78181818,0,2.91459e-05,2.27256241
"202072","202093","0","0",74,0.71700132,0.56264722,8.78827957,5.77505341,0.71232877,0.05479452,0.0002853206,1.852481331
"202072","202110","0","B",50,0.75970932,0.55534754,8.17817815,4.62659403,0.71428571,0.06122449,0.0026997961,1.732292653
"202073","202023","B","0",62,0.42439973,0.55536271,3.66069528,5.17289368,0.70491803,0.01639344,0.0013698861,1.777570108
"202073","202034","A","A",96,0.17677451,0.67496512,1.75055358,8.86905577,0.78947368,0.01052632,1.67e-08,2.351344377
"202073","202039","A","0",59,0.68026946,0.63300599,7.06827501,6.17336377,0.79310345,0,8.0286e-06,2.043445817
"202073","202042","B","0",78,0.51761735,0.63841688,5.30856583,7.23094207,0.76623377,0.01298701,2.9772e-06,2.127744857
"202073","202064","A","0",55,0.88250215,0.78461776,13.78891058,9.21337016,0.83333333,0.01851852,9.634e-07,2.539288106
"202073","202067","A","0",96,0.47264349,0.51240557,5.22750578,5.78514518,0.70526316,0,6.29913e-05,1.796183248
"202073","202068","A","0",56,0.53205874,0.71931758,4.66023212,7.60907559,0.81818182,0,2.3654e-06,2.298406959
"202073","202080","B","0",78,0.26462729,0.50421316,2.40793614,5.09001178,0.72727273,0,6.64587e-05,1.740487068
"202073","202081","B","0",78,-0.51790191,0.60167661,-5.31255343,6.5669636,0.71428571,0,0.0001694392,1.97265868
"202073","202101","A","C",89,0.67078573,0.69132129,8.48448414,8.92427956,0.70454545,0.01136364,0.0001242361,2.288294696
"202073","202105","A","A",52,0.77063611,0.79885374,8.63589307,9.39070856,0.7254902,0.01960784,0.0012790283,2.463414796
"202073","202110","A","A",65,0.48589037,0.70333277,4.44740855,7.85319883,0.796875,0.03125,2.0342e-06,2.285527653
"202073","202120","B","C",67,0.31341064,0.67089351,2.68124754,7.29403199,0.75757576,0.01515152,2.85027e-05,2.157872469
"202073","CUY0108","B","1",51,0.53847906,0.53609246,4.5186876,4.44542556,0.7,0,0.004677735,1.680635016
"202074","202047","0","Q",134,0.67031665,0.54849979,10.41736567,7.53665923,0.71428571,0.03007519,7.712e-07,2.016451423
"202074","ZWS2022","B","1",56,0.50641687,0.5140493,4.35548746,4.40388065,0.70909091,0.03636364,0.0019266038,1.663528275
"202076","202045","A","Q",149,0.44101267,0.53731268,5.97787791,7.7243306,0.67567568,0.05405405,1.91675e-05,1.98542142
"202076","202045","A","0",149,0.44101267,0.53731268,5.97787791,7.7243306,0.67567568,0.05405405,1.91675e-05,1.98542142
"202078","202018","0","0",53,0.78493563,0.60093158,9.13566565,5.36908217,0.78846154,0.01923077,3.17897e-05,1.926301337
"202078","202034","B","0",57,0.57663479,0.5676022,5.2816755,5.11288176,0.73214286,0,0.0005120045,1.811033236
"202078","202040","0","C",57,0.66606918,0.51694326,6.68249408,4.47858145,0.71428571,0.03571429,0.0013406411,1.679087115
