"Series_A","Series_B","Radius_A","Radius_B","overlap","r","r_wuchs","t","t_wuchs","SGC","SSGC","p","sum_sims"
"068031","068078","A","E",60,-0.11942956,0.51638671,-0.92396904,4.59234968,0.76271186,0,5.44035e-05,1.738333538
"068031","185150","B","0",54,0.65064255,0.52897455,6.23761949,4.49483899,0.77358491,0.03773585,6.79202e-05,1.752043359
"068032","068045","B","0",51,0.73093469,0.84575251,7.57346089,11.09546602,0.8,0,2.20905e-05,2.755299112
"068032","068046","B","A",73,0.76489255,0.87212607,10.07567971,15.01930666,0.81944444,0,5.92e-08,3.193501176
"068032","068050","B","A",76,0.75596319,0.82124936,10.00105709,12.38176024,0.84,0,3.9e-09,2.899425384
"068032","068059","B","B",54,0.79885955,0.85311749,9.66852075,11.79163432,0.81132075,0.01886792,5.818e-06,2.843601672
"068032","068061","B","0",76,0.78717743,0.84757905,11.05377425,13.73954118,0.82666667,0.02666667,1.53e-08,3.048199838
"068032","068074","0","B",94,0.54977986,0.60896417,6.34720958,7.36383735,0.70967742,0.01075269,5.25219e-05,2.055025325
"068032","068078","0","C",75,0.55146441,0.66705049,5.68674805,7.64991441,0.74324324,0.01351351,2.85273e-05,2.175285171
"068032","068082","0","0",85,0.74981335,0.71560237,10.38639613,9.33339204,0.77380952,0.03571429,5.194e-07,2.422751094
"068032","068086","B","B",77,0.66542592,0.77378395,7.77137215,10.57884555,0.77631579,0,1.452e-06,2.607984295
"068032","068099","B","C",77,0.6680762,0.78398079,7.82718596,10.93691353,0.82894737,0.02631579,9.7e-09,2.706619513
"068032","BHC0056","B","1",69,0.30389776,0.5216729,2.63041139,5.00509743,0.75,0,3.73798e-05,1.772182643
"068032","ELT0003","B","0",77,0.64467395,0.61160277,7.35179658,6.69472911,0.75,0,1.30718e-05,2.031075681
"068033","068034","X","0",85,0.93911405,0.72334656,25.04942597,9.54401501,0.75,0.07142857,4.5928e-06,2.427748061
"068034","065169","0","A",106,0.56445191,0.60957174,7.00684367,7.84179897,0.73333333,0.08571429,1.7364e-06,2.127084967
"068034","068033","0","X",85,0.93911405,0.72334656,25.04942597,9.54401501,0.75,0.07142857,4.5928e-06,2.427748061
"068034","068144","A","A",76,0.60889305,0.52677082,6.64752979,5.33107616,0.73333333,0.02666667,5.31213e-05,1.793211766
"068034","ELT0006","0","2",99,0.59148252,0.55382749,7.26187375,6.55099964,0.71428571,0.04081633,2.20905e-05,1.923213164
"068035","068022","B","C",66,0.43477077,0.6668449,3.892364,7.15886201,0.81538462,0.03076923,3.668e-07,2.198115721
"068035","068024","B","A",66,0.24498312,0.63820895,2.03719586,6.63192064,0.75384615,0.01538462,4.25559e-05,2.055247164
"068035","068044","B","0",66,0.75367314,0.78336214,9.24505505,10.08243918,0.76923077,0.03076923,1.41697e-05,2.560836828
"068035","068050","0","0",67,0.53922383,0.54722463,5.20169825,5.27113614,0.75757576,0,2.85027e-05,1.831914004
"068035","068067","0","B",67,0.67193147,0.81948552,7.37064379,11.52836303,0.83333333,0.01515152,6.09e-08,2.805655153
"068035","068070","0","0",67,0.66574973,0.7696565,7.24840094,9.71899042,0.77272727,0.04545455,9.3669e-06,2.514282812
"068035","068072","0","0",67,0.62720078,0.7663142,6.54214981,9.6164196,0.78787879,0.03030303,2.9043e-06,2.51583495
"068035","068074","B","0",66,0.76156799,0.82982708,9.47399977,11.89672272,0.75384615,0,4.25559e-05,2.773345502
"068035","068078","B","0",66,0.7561834,0.88911714,9.31681021,15.54129899,0.83076923,0,9.63e-08,3.274016269
"068035","068081","0","E",67,0.70355851,0.56286658,8.04311285,5.49027607,0.75757576,0.01515152,2.85027e-05,1.869469947
"068035","068086","0","A",67,0.62287373,0.70970654,6.46824151,8.12187078,0.77272727,0.01515152,9.3669e-06,2.294620888
"068035","068087","0","Q",55,0.71083509,0.87092871,7.42658003,12.90259583,0.81481481,0,3.7133e-06,2.976003103
"068035","068087","0","D",55,0.71083509,0.87092871,7.42658003,12.90259583,0.81481481,0,3.7133e-06,2.976003103
"068035","068115","B","Q",66,0.22190345,0.63513991,1.83478654,6.57837694,0.8,0.01538462,1.3158e-06,2.092977604
"068035","068115","B","0",66,0.22190345,0.63513991,1.83478654,6.57837694,0.8,0.01538462,1.3158e-06,2.092977604
"068035","068135","0","C",67,0.54936592,0.57809578,5.34127167,5.71192988,0.75757576,0.01515152,2.85027e-05,1.906864528
"068035","ELT0003","0","0",67,0.67562693,0.70635231,7.44505416,8.04508073,0.75757576,0,2.85027e-05,2.268436143
"068035","ELT0006","B","0",66,0.65945793,0.50888495,7.07253755,4.72922424,0.76923077,0,1.41697e-05,1.751038144
"068035","ELT0007","A","0",58,0.62212159,0.62674728,5.99922237,6.01900825,0.77192982,0.01754386,4.02482e-05,2.000577925
"068035","ZWS6008","B","Q",66,-0.04558859,0.51877085,-0.36792948,4.85448833,0.76923077,0,1.41697e-05,1.773450453
"068036","068024","B","0",51,0.73672047,0.69420359,7.70396375,6.7512766,0.78,0.02,7.50132e-05,2.14933125
"068036","068029","0","0",55,0.57882521,0.80619718,5.21610238,9.9201122,0.7962963,0,1.33281e-05,2.5945047
"068036","068081","A","E",50,0.67662322,0.75718182,6.43239609,8.03104106,0.79591837,0.04081633,3.43006e-05,2.356204296
"068042","VFH0024","0","0",106,0.45453821,0.55908167,5.22902013,6.8766736,0.71428571,0.01904762,1.12545e-05,1.96103474
"068044","068024","0","0",125,0.75716981,0.72885154,12.90761258,11.80617466,0.71774194,0.0483871,1.2387e-06,2.627210946
"068044","068029","0","A",97,0.77926427,0.77118693,12.18326916,11.80725242,0.72916667,0.05208333,7.0979e-06,2.681078842
"068044","068035","0","B",66,0.75367314,0.78336214,9.24505505,10.08243918,0.76923077,0.03076923,1.41697e-05,2.560836828
"068044","068067","0","0",106,0.85830163,0.84367803,17.13933876,16.02658044,0.80952381,0.03809524,2e-10,3.255859884
"068044","068070","0","0",127,0.90636474,0.75738089,24.08050378,12.96802655,0.79365079,0.04761905,0,2.847834335
"068044","068072","0","0",115,0.37534571,0.7539283,4.3237252,12.19923257,0.77192982,0.04385965,6.4e-09,2.745781377
"068044","068074","0","B",102,0.864263,0.72198423,17.26648333,10.4346625,0.74257426,0.01980198,1.0843e-06,2.50802474
"068044","068076","0","C",55,0.26340741,0.67060704,2.00650152,6.58130065,0.83333333,0.01851852,9.634e-07,2.162070435
"068044","068078","0","0",100,0.86898896,0.79722489,17.4732839,13.07330374,0.82828283,0.02020202,1e-10,2.932838094
"068044","068081","0","E",121,0.89017441,0.69708349,21.40242701,10.60584315,0.71666667,0.03333333,2.0653e-06,2.474334475
"068044","068082","0","A",97,0.72167012,0.52721018,10.214555,6.04730847,0.71875,0.02083333,1.81423e-05,1.850691027
"068044","068115","0","Q",107,0.38164077,0.57401843,4.25098624,7.18323674,0.73584906,0.02830189,1.1952e-06,2.028191164
"068044","068138","0","C",82,0.52799099,0.63613806,5.5954301,7.37425381,0.79012346,0.02469136,1.768e-07,2.163686901
"068044","068144","0","B",90,0.75674099,0.55374953,10.9207867,6.23842361,0.70786517,0.02247191,8.78199e-05,1.885457061
"068044","ELT0003","0","1",100,0.70537108,0.59378249,9.90120652,7.30544344,0.76767677,0.02020202,1e-07,2.092003604
"068044","POM2001","A","L",89,0.25552957,0.55244756,2.47939258,6.18187548,0.76136364,0.07954545,9.409e-07,1.931998748
"068045","068022","B","C",67,0.33130471,0.58147559,2.85263827,5.76230868,0.74242424,0.01515152,8.18466e-05,1.900130698
"068045","068032","0","B",51,0.73093469,0.84575251,7.57346089,11.09546602,0.8,0,2.20905e-05,2.755299112
"068045","068046","0","0",52,0.88433525,0.90807966,13.5276523,15.33221497,0.88235294,0,4.73e-08,3.323654097
"068045","068050","0","0",72,0.92171004,0.91857436,20.02287969,19.44435055,0.90140845,0,0,3.764417865
"068045","068059","0","0",72,0.9083169,0.90127932,18.29770734,17.40529559,0.83098592,0.01408451,2.43e-08,3.472794799
"068045","068061","0","0",72,0.92748163,0.89119671,20.90332317,16.43740359,0.85915493,0.01408451,1.4e-09,3.394091999
"068045","068067","0","B",72,0.59317247,0.5242551,6.20831283,5.15081304,0.76056338,0.01408451,1.12783e-05,1.799899784
"068045","068075","A","0",72,0.79829031,0.70986241,11.16854871,8.43219458,0.77464789,0.02816901,3.6842e-06,2.327729758
"068045","068078","A","B",72,0.67161116,0.72747092,7.63809848,8.87059711,0.74647887,0.01408451,3.27091e-05,2.361009501
"068045","068082","B","A",72,0.84110034,0.82584041,13.10318215,12.25293258,0.78873239,0,1.1399e-06,2.839866058
"068045","068086","0","B",72,0.805214,0.82992391,11.44187697,12.44655483,0.87323944,0.01408451,3e-10,2.947818833
"068045","068099","0","C",72,0.87960148,0.87571596,15.58015108,15.17473317,0.87323944,0,3e-10,3.266428717
"068045","068115","A","A",60,0.31414119,0.67619879,2.54163108,6.99014836,0.77966102,0.01694915,1.73724e-05,2.154874646
"068045","068120","0","A",72,0.18358424,0.61418829,1.57365411,6.51157062,0.77464789,0,3.6842e-06,2.039993242
"068045","068135","B","B",72,0.58104815,0.61093125,6.01570719,6.45638887,0.73239437,0.01408451,8.98887e-05,1.988964507
"068045","068144","A","B",60,0.5260513,0.57209899,4.75120612,5.3121897,0.76271186,0,5.44035e-05,1.86602982
"068045","ELT0003","0","1",72,0.75635273,0.69542535,9.74242123,8.09679832,0.74647887,0,3.27091e-05,2.251584052
"068045","ELT0007","B","0",72,0.67294984,0.5712992,7.66590134,5.8237945,0.73239437,0.01408451,8.98887e-05,1.88607302
"068045","VFH0029","B","Q",72,0.4770435,0.55357596,4.57359535,5.56142662,0.74647887,0,3.27091e-05,1.856197492
"068045","VFH0029","B","0",72,0.4770435,0.55357596,4.57359535,5.56142662,0.74647887,0,3.27091e-05,1.856197492
"068046","068032","A","B",73,0.76489255,0.87212607,10.07567971,15.01930666,0.81944444,0,5.92e-08,3.193501176
"068046","068045","0","0",52,0.88433525,0.90807966,13.5276523,15.33221497,0.88235294,0,4.73e-08,3.323654097
"068046","068050","0","0",75,0.94378323,0.92778202,24.56016342,21.24495226,0.86486486,0.02702703,3e-10,3.917142106
"068046","068059","A","0",55,0.91159755,0.92831639,16.29557291,18.17752975,0.88888889,0.01851852,1.09e-08,3.634958255
"068046","068061","A","0",74,0.90090268,0.91460974,17.73488625,19.19365852,0.8630137,0.02739726,6e-10,3.696989292
"068046","068074","B","B",70,0.44287944,0.65647402,4.10317882,7.17628859,0.7826087,0,2.6654e-06,2.156711579
"068046","068075","A","A",63,0.71250619,0.70913701,7.99565722,7.85529318,0.75806452,0.01612903,4.8238e-05,2.252730848
"068046","068078","A","C",72,0.57289511,0.65009027,5.88961815,7.15798566,0.73239437,0,8.98887e-05,2.098283206
"068046","068082","0","0",65,0.79259274,0.7705806,10.39889705,9.59655641,0.828125,0.03125,1.521e-07,2.558361241
"068046","068086","A","B",74,0.79697082,0.81669577,11.27337887,12.00878873,0.8630137,0,6e-10,2.880588343
"068046","068099","A","C",74,0.83215194,0.84726357,12.82109623,13.53471243,0.83561644,0.02739726,9.8e-09,3.036351253
"068046","068115","0","A",75,0.42306259,0.60992216,4.0164663,6.5759389,0.75675676,0.04054054,9.9891e-06,2.02427281
"068046","068125","A","A",73,0.21980755,0.5081558,1.91188746,4.97151989,0.73611111,0,6.15109e-05,1.741418899
"068046","ELT0003","A","1",74,0.72858157,0.64529041,9.08813999,7.16743409,0.78082192,0,1.5971e-06,2.142855739
"068046","VFH0029","0","Q",75,0.66944057,0.54122614,7.75206896,5.49930338,0.72972973,0.04054054,7.73649e-05,1.820886208
"068046","VFH0029","0","0",75,0.66944057,0.54122614,7.75206896,5.49930338,0.72972973,0.04054054,7.73649e-05,1.820886208
"068049","068083","0","Q",146,0.66559935,0.75267149,10.73935163,13.71827023,0.77241379,0.02758621,1e-10,2.896912303
"068050","068022","0","0",105,0.14585073,0.58045955,1.50346858,7.23455732,0.72115385,0,6.4623e-06,2.025069132
"068050","068032","A","B",76,0.75596319,0.82124936,10.00105709,12.38176024,0.84,0,3.9e-09,2.899425384
"068050","068035","0","0",67,0.53922383,0.54722463,5.20169825,5.27113614,0.75757576,0,2.85027e-05,1.831914004
"068050","068045","0","0",72,0.92171004,0.91857436,20.02287969,19.44435055,0.90140845,0,0,3.764417865
"068050","068046","0","0",75,0.94378323,0.92778202,24.56016342,21.24495226,0.86486486,0.02702703,3e-10,3.917142106
"068050","068059","0","0",83,0.95088829,0.91740575,27.8181159,20.74779975,0.86585366,0.01219512,0,3.858039385
"068050","068061","0","0",102,0.94256429,0.88453674,28.35913372,18.96232803,0.89108911,0.01980198,0,3.671858653
"068050","068072","0","0",94,0.37550249,0.53663532,3.90713344,6.0999503,0.7311828,0.02150538,8.2384e-06,1.87781315
"068050","068074","B","0",91,0.56181556,0.57751534,6.44275584,6.6736935,0.74444444,0.01111111,3.5178e-06,1.98932913
"068050","068075","B","0",85,0.86810179,0.69133877,16.02841493,8.71713198,0.73809524,0.04761905,1.27497e-05,2.301147208
"068050","068078","0","0",100,0.65976133,0.58667357,8.73554078,7.17165147,0.7979798,0,3e-09,2.101818517
"068050","068082","0","0",93,0.88843233,0.78013221,18.56514661,11.89548004,0.80434783,0.02173913,5.3e-09,2.774028044
"068050","068086","0","B",105,0.8694602,0.80436956,17.94885645,13.74020711,0.85576923,0.00961538,0,3.034159501
"068050","068099","0","C",105,0.89466818,0.82850828,20.42359979,15.01569448,0.81730769,0.01923077,1e-10,3.147385418
"068050","068115","0","A",85,0.37245621,0.60543217,3.67826996,6.93023128,0.79761905,0.01190476,4.88e-08,2.096074348
"068050","068120","0","A",89,0.37111526,0.51437321,3.74910525,5.59461475,0.72727273,0.01136364,2.00787e-05,1.801107415
"068050","ELT0003","B","1",87,0.65031771,0.63786428,7.93878802,7.63595058,0.76744186,0.01162791,7.038e-07,2.168901198
"068056","DMN4015","0","Q",80,0.30630758,0.58737622,2.85999381,6.40983134,0.74683544,0.01265823,1.1448e-05,1.975194794
"068056","NWH0032","A","1",74,0.40421762,0.53175302,3.77585788,5.32775619,0.75342466,0.02739726,1.48756e-05,1.817953299
"068056","VEN0004","C","1",134,0.6174191,0.50314069,9.05175853,6.68897971,0.72932331,0.02255639,1.227e-07,1.901361971
"068059","068032","B","B",54,0.79885955,0.85311749,9.66852075,11.79163432,0.81132075,0.01886792,5.818e-06,2.843601672
"068059","068045","0","0",72,0.9083169,0.90127932,18.29770734,17.40529559,0.83098592,0.01408451,2.43e-08,3.472794799
"068059","068046","0","A",55,0.91159755,0.92831639,16.29557291,18.17752975,0.88888889,0.01851852,1.09e-08,3.634958255
"068059","068050","0","0",83,0.95088829,0.91740575,27.8181159,20.74779975,0.86585366,0.01219512,0,3.858039385
"068059","068061","0","0",80,0.94371873,0.93671995,25.36047977,23.63144297,0.87341772,0.02531646,0,4.173281967
"068059","068072","0","0",72,0.43855604,0.6216781,4.11185384,6.64051126,0.73239437,0.04225352,8.98887e-05,2.018123596
"068059","068074","B","0",83,0.53745665,0.58323611,5.77128747,6.46203083,0.73170732,0.01219512,2.71194e-05,1.961146513
"068059","068075","0","A",77,0.81897897,0.70550607,12.44231499,8.62117726,0.77631579,0.02631579,1.452e-06,2.343939586
"068059","068078","B","C",58,0.50080549,0.67378686,4.36826933,6.82363438,0.77192982,0.01754386,4.02482e-05,2.128080118
"068059","068082","0","A",92,0.84356324,0.80577191,14.98441952,12.90761224,0.85714286,0.01098901,0,2.953675994
"068059","068086","0","B",89,0.83785985,0.77963928,14.39830071,11.61235379,0.88636364,0.02272727,0,2.827238299
"068059","068099","0","C",87,0.8703991,0.84597358,16.39443712,14.62702165,0.87209302,0.01162791,0,3.180768765
"068059","068115","0","A",63,0.33598611,0.61215934,2.80884399,6.04642615,0.80645161,0.03225806,1.393e-06,2.023253565
"068059","068135","A","B",87,0.26032006,0.5918305,2.50031384,6.76921199,0.72093023,0.02325581,4.17374e-05,1.989681929
"068059","ELT0003","0","1",77,0.63378752,0.66365206,7.14309005,7.68325853,0.76315789,0.01315789,4.4684e-06,2.195135803
"068061","068022","B","0",102,0.16237461,0.54249383,1.65379181,6.45780025,0.7029703,0.00990099,4.51031e-05,1.891244155
"068061","068032","0","B",76,0.78717743,0.84757905,11.05377425,13.73954118,0.82666667,0.02666667,1.53e-08,3.048199838
"068061","068045","0","0",72,0.92748163,0.89119671,20.90332317,16.43740359,0.85915493,0.01408451,1.4e-09,3.394091999
"068061","068046","0","A",74,0.90090268,0.91460974,17.73488625,19.19365852,0.8630137,0.02739726,6e-10,3.696989292
"068061","068050","0","0",102,0.94256429,0.88453674,28.35913372,18.96232803,0.89108911,0.01980198,0,3.671858653
"068061","068059","0","0",80,0.94371873,0.93671995,25.36047977,23.63144297,0.87341772,0.02531646,0,4.173281967
"068061","068062","B","A",102,-0.17496359,0.53550223,-1.78591011,6.3408027,0.71287129,0.00990099,1.88022e-05,1.88245379
"068061","068067","B","B",92,0.56306411,0.54330736,6.49952011,6.13943811,0.71428571,0.02197802,4.34526e-05,1.871536881
"068061","068072","0","0",94,0.44234617,0.58850616,4.75649063,6.9818225,0.7311828,0.04301075,8.2384e-06,2.01787121
"068061","068074","B","0",99,0.58464411,0.63721213,7.13392531,8.14312391,0.71428571,0.01020408,2.20905e-05,2.165810231
"068061","068075","0","0",85,0.86516946,0.70719388,15.81202674,9.11267829,0.73809524,0.04761905,1.27497e-05,2.356556949
"068061","068078","B","C",75,0.61321127,0.69830795,6.67795449,8.33524304,0.77027027,0.01351351,3.3209e-06,2.302102524
"068061","068082","0","0",90,0.90608346,0.76475393,20.20324844,11.13421971,0.83146067,0.03370787,4e-10,2.709636571
"068061","068086","B","B",102,0.83920903,0.75660611,15.50902389,11.57118434,0.8019802,0.01980198,1.3e-09,2.715704744
"068061","068099","B","C",102,0.85881166,0.79699225,16.84773418,13.19546444,0.79207921,0.02970297,4.3e-09,2.908617904
"068061","068115","0","A",85,0.30726726,0.59372862,2.95931282,6.72220457,0.75,0.03571429,4.5928e-06,2.015949077
"068061","068120","0","A",86,0.25803087,0.50233239,2.4623091,5.32449132,0.72941176,0.02352941,2.33542e-05,1.764193282
"068061","BHC0056","0","1",79,0.56788727,0.50712365,6.093313,5.16316256,0.73076923,0.01282051,4.57782e-05,1.754209136
"068061","ELT0003","0","1",99,0.73228843,0.62358542,10.64514378,7.85617275,0.76530612,0.02040816,1.498e-07,2.174508815
"068061","VFH0014","A","0",97,0.52917911,0.53412318,6.11056352,6.15796991,0.71875,0.02083333,1.81423e-05,1.868670171
"068062","068008","0","0",142,0.95561559,0.80783176,38.51552325,16.21679866,0.82978723,0.0141844,0,3.259298856
"068062","068026","A","0",74,0.02638431,0.7140524,0.22550615,8.65448149,0.78082192,0.06849315,1.5971e-06,2.360322469
"068062","068061","A","B",102,-0.17496359,0.53550223,-1.78591011,6.3408027,0.71287129,0.00990099,1.88022e-05,1.88245379
